Restaurant_Name,Web_Link,Locality,Sponsored,Ratings_out_of_5,Number of votes,Phone_number,Cuisines,Charges_for_two,payment_modes,Rest_timming,Detail_address,5_star_review_percentage,4_star_review_percentage,3_star_review_percentage,2_star_review_percentage,1_star_review_percentage,Wine and Beer,Dance Floor,Lunch Menu,Outdoor Seating,Seaside,4/5 Star,Free Parking,Pet Friendly,Bulk Orders Accepted,Gaming Are,City View,Vegetarian Only,Brunch,Live Music,Wheelchair Accessible,Home Delivery,Celebrity Frequented,Pre-Ordering Required,Pool Table,Keto Options,Wifi,Sports TV,Wine Tasting,Beer,Restricted Entry,Variable Menu,Serves Non Veg,Table booking for Groups,Poolside,Home Baker,Wine,Buffet,Board Games,Vegan Options,Table Reservation Not Required,Table reservation required,Rooftop,BYOB,Egg Preparations,Live Sports Screening,Luxury Dining,Seating Not Available,Desserts and Bakes,Card Upon Delivery,Serves Jain Food,Mall Parking,Available for Functions,Gastro Pub,Live Entertainment,Sugar Free Options,Couple Entry Only,Above 18 Only,Drive in,Drive Thru,Valet Parking Available,Indoor Seating,Free Wifi,Nightlife,Serves Cocktails,Kid Friendly,Craft Beer,All Day Breakfast,Gluten Free Options,Group Meal,Table booking not available,Full Bar Available,Members Only,Standing Tables,Karaoke,Entry Fee,Self Service,Delivery Only,LGBTQIA Friendly,No Alcohol Available,Unlimited Pizz,Private Dining Area Available,Smoking Are,Table booking recommended,Resto Bar,Serves Alcohol,Breakfast,Catering Available,Disabled Friendly,Serves Halal,Takeaway Only,BYOB Only,spam_review
Cocktails,https://www.zomato.com/pune/cocktails-balewadi,Balewadi,Dessert Parlor,3.6,67  votes,+91 9657600030 +91 8605398683,"Desserts, Ice Cream",₹200,"Cash,Cards and Digital Payments accepted",11:30am – 12midnight,"Shop 3, Patil Nager, Near Vatika Society, Balewadi, Pune",73%,15%,4%,4%,4%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Spice Rack,https://www.zomato.com/pune/spice-rack-wakad,Wakad,"Takeaway, Delivery",-,0,+91 8329403527,"Awadhi, North Indian",Not Present,Cash and Digital Payments accepted,7:30pm – 11pm,"Survey 253/1, Behind G O Square, 24 DP Road, Kaspate Wasti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Praa Da Dhaba,https://www.zomato.com/pune/praa-da-dhaba-wakad,Wakad,Dhaba,0,0,+91 9850642677,"North Indian, Mughlai",₹500,Cash only,12noon – 1am,"Shop 9, Ground Floor, Shankar Kalat Nagar, Wakad, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyderabadi Biryani,https://www.zomato.com/pune/hyderabadi-biryani-hinjawadi,Hinjawadi,Quick Bites,0,0,+91 9136674777 +91 9136684777,"Biryani, North Indian, Mughlai",₹500,Cash and Digital Payments accepted,11am – 11pm,"Shop 3, 4, Survey 21/5, Main Hinjewadi Pune Road, Hinjawadi, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarjaa,https://www.zomato.com/pune/sarjaa-wakad,Wakad,Quick Bites,0,0,020 25880666,"North Indian, Asian","₹1,600",Cash and Cards accepted,12noon – 12:30am,"Near Yashoda Lawns, mankar Chowk, Kaspate Vasti, Wakad, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delish Kitchen,https://www.zomato.com/pune/delish-kitchen-2-hinjawadi,Hinjawadi,"Takeaway, Delivery",0,0,+91 9511779774,Biryani,Not Present,Cash only,10am – 12midnight,"Near Dhawle English School, Shivtej Nagar, Marunji Road, Hinjawadi, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Brothers The Pizzeria,https://www.zomato.com/pune/3-brothers-the-pizzeria-pashan,Pashan,Quick Bites,0,0,+91 8975631310,"Pizza, Fast Food, Beverages",₹400,Cash and Digital Payments accepted,12noon – 2am,"Office-2, Avanti Heights, Someshwar Mandir Road, Someshwar Wadi, Pashan, Pashan, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sujata's Pav Bhaji and Misal,https://www.zomato.com/pune/sujatas-pav-bhaji-and-misal-wakad,Wakad,Delivery,0,0,+91 7743995500,Street Food,Not Present,"Cash,Cards and Digital Payments accepted",8am – 3am,"Shop B-02, Sonigara Landmark, Dynyasti Vishnu Dev Nagar, Wakad, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ancient Andhra,https://www.zomato.com/pune/ancient-andhra-1-hinjawadi,Hinjawadi,Delivery,-,0,+91 8806749185,"Andhra, Chinese, Biryani, North Indian",Not Present,Cash only,11am – 11pm,"Beside Quadron Park, Phase 2, Hinjawadi, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phase 3 Resto,https://www.zomato.com/pune/phase-3-resto-hinjawadi,Hinjawadi,Quick Bites,3.2,Based on 7 votes,+91 9021211223,"North Indian, Chinese, Mughlai",₹500,Cash only,11am – 11pm,"Last Bus Stop Circle, Megapolise Fountain, Phase 3, Hinjawadi, Pune",86%,0%,14%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shivprasad Dhaba,https://www.zomato.com/pune/shivprasad-dhaba-pashan,Pashan,Quick Bites,3.1,Based on 5 votes,+91 9763333222 +91 6201009139,"North Indian, Chinese",₹500,"Cash,Cards and Digital Payments accepted",11:30am – 11:30pm,"Pune Mumbai Bypass, Opposite Shiv Mandir, Sutarwadi, Pashan, Pune",100%,0%,0%,0%,0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todo Mia,https://www.zomato.com/pune/todo-mia-hinjawadi,Hinjawadi,Food Court,2.7,186  votes,+91 8446424245,"Continental, Mexican, Burger, Beverages, Italian, Arabian",₹600,Cash and Cards accepted,11am – 11:30pm,"Shop 6, 1st Floor, Xion Mall, Opposite E Square Theatre, Hinjawadi, Pune",41%,28%,13%,5%,13%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Tiffina Asian,https://www.zomato.com/pune/tiffina-asian-wakad,Wakad,"Takeaway, Delivery",-,0,+91 8956211360,Chinese,Not Present,Cash only,11am – 11pm,"Shop 7, Vedant Society, Wakad, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taste of South,https://www.zomato.com/pune/taste-of-south-baner,Baner,Quick Bites,-,0,+91 9096930900,South Indian,₹150,Cash only,7am – 10pm,"ShopA/1/3, Atharva Residency, Baner, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Indish,https://www.zomato.com/pune/the-indish-pashan,Pashan,Casual Dining,3.5,Based on 23 votes,+91 7522842213,"Chinese, North Indian",₹500,Cash and Digital Payments accepted,12noon – 11pm,"Shop 8, Vastu Nirvana, Baner- Pashan Link Road, Pashan, Pune",79%,17%,0%,4%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flavyos Biryani,https://www.zomato.com/pune/flavyos-biryani-baner,Baner,Casual,2.6,53  votes,+91 7020733122,"Biryani, North Indian, Chinese",Not Present,Cash and Debit Cards accepted,11am – 12midnight,"Shop 2, Tamhane Chowk, Near Anmol furniture, Baner Aundh DP Road, Baner, Pune",59%,6%,4%,8%,23%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10
Seasoned,https://www.zomato.com/pune/seasoned-hinjawadi,Hinjawadi,Quick Bites,0,0,+91 9307418515 +91 8141783372,"North Indian, Mexican",₹400,"Cash,Cards and Digital Payments accepted","11am – 3pm, 7pm – 11:30pm","Survey 141/1/1, Opposite State Bank Of India, Hinjewadi, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasty Tiffin,https://www.zomato.com/pune/tasty-tiffin-hinjawadi,Hinjawadi,"Takeaway, Delivery",3.2,Based on 7 votes,+91 9623111307,"North Indian, Chinese",Not Present,Cash only,9:30am – 10:30pm,"Hinjawadi Dange Chowk Road, Gavthan, Hinjawadi, Pune",71%,29%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Taste Jalebi,https://www.zomato.com/pune/the-taste-jalebi-baner,Baner,Quick Bites,3.9,156  votes,+91 7776099584 020 65112113,"North Indian, Street Food, Chinese, Desserts",₹550,Cash only,"10:30am – 3pm, 5pm – 10:30pm","Ganpat Kalamkar Chowk, Near Orchid School, Baner, Pune",36%,31%,14%,4%,15%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Punjabi Swag,https://www.zomato.com/pune/punjabi-swag-3-wakad,Wakad,Quick Bites,3.1,Based on 21 votes,+91 9167567387 +91 9011626027,North Indian,₹350,"Cash,Cards and Digital Payments accepted",11am – 10:30pm,"Shop 126, The Address Commercia, Pune Bangalore Highway, Wakad, Pune",43%,24%,14%,0%,19%,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Royal Bowl,https://www.zomato.com/pune/the-royal-bowl-baner,Hinjawadi,Delivery,-,0,+91 9284711113,"North Indian, Chinese, Maharashtrian",Not Present,Cash only,11am – 4am,"Shop 5, Sai Krishn Complex Opposite PDCC Bank, Beside R Mart, Maan Road, Phase 1, Hinjawadi, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taste Is Best,https://www.zomato.com/pune/taste-is-best-hinjawadi,Hinjawadi,Casual Dining,2.6,636  votes,+91 9689565643 +91 9604104004,"North Indian, Chinese",₹700,"Cash,Cards and Digital Payments accepted","11am – 4pm, 7pm – 3am","Shop 2, Hinjewadi Chowk, Near Hanuman Mandir, Hinjawadi, Pune",25%,6%,10%,11%,48%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Royal Food,https://www.zomato.com/pune/royal-food-balewadi,Balewadi,Quick Bites,2.9,125  votes,+91 8888302588,"North Indian, Chinese",₹450,Cash and Cards accepted,7pm – 3am,"Opposite Celestia Society, Baner Balewadi Road, Balewadi",54%,10%,6%,9%,21%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
Akashay Pure Veg,https://www.zomato.com/pune/akashay-pure-veg-hinjawadi,Hinjawadi,Casual Dining,3.2,Based on 5 votes,080 46972068,"North Indian, South Indian, Chinese",₹500,"Cash,Cards and Digital Payments accepted",7am – 11pm,"Shop Survey 251, Oppsite KPIT Company, Hinjewadi, Pune, Hinjawadi, Pune",80%,20%,0%,0%,0%,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Akashay Pure Veg,https://www.zomato.com/pune/akashay-pure-veg-hinjawadi,Hinjawadi,Casual Dining,3.2,Based on 5 votes,080 46972068,"North Indian, South Indian, Chinese",₹500,"Cash,Cards and Digital Payments accepted",7am – 11pm,"Shop Survey 251, Oppsite KPIT Company, Hinjewadi, Pune, Hinjawadi, Pune",80%,20%,0%,0%,0%,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bottoms Up,https://www.zomato.com/pune/bottoms-up-hinjawadi,Hinjawadi,"Casual Dining, Bar",0,0,+91 8600276075,"North Indian, Chinese, Continental, Bar Food, Beverages",₹800,Cash and Cards accepted,10am – 3am,"Survey A529, Laxmi Chauk, Tal Mulshi, Hinjawadi, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Healthy Meals,https://www.zomato.com/pune/healthy-meals-wakad,Wakad,Delivery,-,0,+91 9325453645,Healthy Food,Not Present,Cash and Digital Payments accepted,8am – 10pm,"Sudarshan Colony 2, Wakad Road Wakad, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakers Prime,https://www.zomato.com/pune/bakers-prime-baner,Baner,Quick Bites,3.3,Based on 12 votes,+91 8308785961 +91 8605470862,"Bakery, Fast Food",₹300,Cash only,8am – 11pm,"Shri Hari Plaza, Opposite Primrose Mall, Datta Nagar, Baner, Pune",8%,51%,33%,0%,8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Southie Sambar,https://www.zomato.com/pune/southie-sambar-wakad,Wakad,Delivery,0,0,+91 9407569269,South Indian,Not Present,Cash and Digital Payments accepted,11am – 1am,"Survey 40/5B/6A, Shop 4 & 5, Ground Floor, Sai Yash Jewel, Phase 1, CTS 2754, Gujjar Nagar, Thereon, Wakad, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Chai Pakoda,https://www.zomato.com/pune/hotel-chai-pakoda-wakad,Wakad,Quick Bites,-,0,+91 9175560709,Street Food,₹150,Cash and Digital Payments accepted,7am – 8:30pm,"Shop 6, Police Line Road, Kaveri Nagar, Khergaon, Wakad, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dal Bati,https://www.zomato.com/pune/dal-bati-hinjawadi,Hinjawadi,"Takeaway, Delivery",0,0,+91 9545637022,Rajasthani,Not Present,Cash only,11am – 11pm,"Survey.146/1:1371, Wakad Road, Near IDBI Bank, Panchratan Chowk, Hinjawadi, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khusbu Wada Pav And Tea Center,https://www.zomato.com/pune/khusbu-wada-pav-and-tea-center-hinjawadi,Hinjawadi,"Takeaway, Delivery",0,0,+91 8669092389,Street Food,Not Present,Cash only,11am – 11pm,"M 283, Marunji Gaon, Hinjawadi, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Om Annapurna,https://www.zomato.com/pune/hotel-om-annapurna-wakad,Wakad,Quick Bites,-,0,+91 8856975005,"North Indian, Mughlai, Chinese",₹400,Cash and Digital Payments accepted,"12noon – 4pm, 8pm – 11pm","129/2/1, Sukhkarta Colony, Wakad, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Food Stop,https://www.zomato.com/pune/the-food-stop-aundh,Aundh,"Takeaway, Delivery",3.6,Based on 35 votes,+91 7276251919,Fast Food,Not Present,Cash only,11am – 11pm,"103, Bahiratwadi, Shivaji Cooperative Society, Aundh, Pune",97%,3%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baked Magic,https://www.zomato.com/pune/baked-magic-aundh,Aundh,Dessert Parlor,-,0,+91 9160967262 +91 7709047599,Desserts,₹110,Cash and Digital Payments accepted,8am – 10pm,"207, Raghukulnagari Cooperative Housing Society, Aundh Road, Aundh, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pune Lunch Home,https://www.zomato.com/pune/pune-lunch-home-baner,Baner,"Casual Dining, Bar",-,0,+91 7972995205 +91 7038596952,"North Indian, Continental","₹1,000","Cash,Cards and Digital Payments accepted",11am – 12midnight,"Shop 1, Survey 182/2/2, Dhankude Complex, Near Baner Kamaan, Baner, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bhau'z Cafe,https://www.zomato.com/pune/bhauz-cafe-wakad,Wakad,Quick Bites,-,0,+91 7208610012,"Rolls, Fast Food",₹150,Cash and Digital Payments accepted,4pm – 11pm,"228/1/27, Shop 5, Brahma Park, Chatrapati Chowk, Wakad, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sai's Kitchen,https://www.zomato.com/pune/sais-kitchen-pashan,Pashan,Takeaway,-,0,+91 9604551872 +91 9422385003,"Biryani, Maharashtrian",Not Present,Cash only,11am – 11pm,"Row House 1, Vishwakarma Nagar, Near NIB Institute, Sus Road, Pashan, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hotel College Katta,https://www.zomato.com/pune/hotel-college-katta-balewadi,Balewadi,Quick Bites,-,0,+91 9922144656,Maharashtrian,₹250,Cash only,9am – 10pm,"Survey 34, Opposite Moze College, Balewadi, Pune",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
S Food World,https://www.zomato.com/pune/s-food-world-wakad,Wakad,Quick Bites,-,0,+91 8208526807,Biryani,₹250,Cash and Digital Payments accepted,1pm – 11:30pm,"3, Swami Vivekanand Nagar, Shivam Chaupati, Wakad, Pune",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
